atmart_geo_id,pcode_commune,nom_commune,profession,effectif,statut_valeur,source_id,date_extraction,limite_connue
HTC-1011,HT1011,Miragoâne,Arpenteur,3,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1011,HT1011,Miragoâne,Notaire,6,E,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1012,HT1012,Petite Rivière de Nippes,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1012,HT1012,Petite Rivière de Nippes,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1013,HT1013,Fonds des Nègres,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1013,HT1013,Fonds des Nègres,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1014,HT1014,Paillant,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1014,HT1014,Paillant,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1021,HT1021,Anse-à-Veau,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1021,HT1021,Anse-à-Veau,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1022,HT1022,Petit Trou de Nippes,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1022,HT1022,Petit Trou de Nippes,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1023,HT1023,L'Asile,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1023,HT1023,L'Asile,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1024,HT1024,Arnaud,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1024,HT1024,Arnaud,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1025,HT1025,Plaisance du Sud,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1025,HT1025,Plaisance du Sud,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1031,HT1031,Baradères,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1031,HT1031,Baradères,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1032,HT1032,Grand-Boucan,Arpenteur,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
HTC-1032,HT1032,Grand-Boucan,Notaire,0,N,SRC-025,2026-08-14,"Dénombrement issu de sources compilées, non d'un registre professionnel officiel. Un zéro signifie « aucun dans nos sources », jamais « aucun sur le territoire »."
