categorie,nom,sigle,numero_inscription,date_reconnaissance,adresse_siege,courriel,domaine_intervention,zones_declarees,departements_reconnus,communes_reconnues,pcodes_communes,methode_rattachement,nationalite,nationalite_source,moniteur,source_id,source,date_extraction,statut_valeur,niveau_qualite,version
ONG enregistrées (registre légal),Fondation Sévère d\&#039;Haïti,FSH,B-0285,,"36, Rue Macaya, Delmas 8",josephmardochee079@gmail.com,AssistanceSociale Education,Croix-des-Bouquets,,Croix-Des-Bouquets,HT0131,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Soleil Levé,FSL,B-0318,22-May-03,"8, Imp. Batichon, Rue Lamartine Prol., Christ-Roi",,Agriculture; Alphabétisation; Santé; Infrastructure Routière,Pte. Rivière Artibonite,Artibonite,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Terre des Hommes,FTH,B-0339,8-Oct-03,"Rue Toussaint Louverture, les Cayes",tdhcayes@hotmail.com,Santé,"Dépt. Du Sud, Cayes et zone rurales",Sud,,,noms reconnus dans le texte libre des zones déclarées,Suisse,Suisse,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Terre des Hommes Italia,TDH-I,B-0592,16-Apr-15,"8,Impasse Toga, Laboule 12, PV.",,"Assainissement,Eau,Hygiene,Sante",Croix-des-bouquets,,Croix-Des-Bouquets,HT0131,noms reconnus dans le texte libre des zones déclarées,Italienne,Italienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Yélé Haïti,FYH,B-0391,3-Mar-06,"52, Rue Geffrard, Pétion-Ville",info@yele.org,Education; Santé; Protection de l&#039;Environnement,"Tabarre, Carrefour, Croix-des-Bouquets, Delmas, Port-au-Prince, Pétion-Ville",,Carrefour ; Croix-Des-Bouquets ; Delmas ; Port-au-Prince ; Pétion-Ville ; Tabarre,HT0111 ; HT0112 ; HT0113 ; HT0114 ; HT0118 ; HT0131,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fondation Yvan Guignard,FYG,B-0292,19-Mar-02,"Rte Nle # 1, km80, Lanzac, rue Roy # 49",,,Artibonite: St. Marc (Lanzac),Artibonite,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fonds Chrétien d&#039;Investissement pour le Développement Economique et Social,FOCIDES,B-0357,8-Sep-04,"95, Rue Borgella, Port-au-Prince",,Santé; Assistance Sociale,Port-au-Prince Cazale (4e sect. com. De Cabaret) Angibeau (commune de carrefour),,Cabaret ; Carrefour ; Port-au-Prince,HT0111 ; HT0113 ; HT0142,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fonds d&#039;Entraide et de Soutien,FONES,B-0309,25-Nov-02,"2, Imp. Péricles, Rue Borno, Bois Moquette, P-V",,Assistance Sociale,Sud: Camp-Pérrin Levy-Mersan,Sud,Camp-Perrin,HT0714,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fonds d&#039;Exploitation des Ressources Maternelles et Humaines du Pays,FEREP,A-0147,30-Jun-89,Limonade,,Développement Communautaire,Limonade,,Limonade,HT0313,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,# 74 - 14/12/89,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fonds Global pour le Developpement des Enfants et des Familles,FGDEF,B-0555,24-Oct-11,"12,Tabarre 21,Blvd 15 Octobre",info@cfgdfund.org,Assistance sociale,Tabarre Cite Soleil,,Cité Soleil ; Tabarre,HT0117 ; HT0118,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fonds Haïtien d\&#039;Aide à la Femme,FHAF,B-0347,,"14, Rue des Miracles (Immeubles Sogebank)",josephmardochee079@gmail.com,Micro-Crédit,Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fonds Haïtien de Développement Economique et Social,FONHADES,B-0179,21-Mar-95,"7, Impasse St. Juste, Christ-Roi",,Assistance Sociale; Education; Agriculture,Port-au-Prince (Ouest),Ouest,Port-au-Prince,HT0111,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fonds pour le Développement Rural,FONDEV,A-0024,4-May-84,"7, Rue Babiole, P-au-P",,Agriculture; Formation Agricole,Agriculture; Formation Agricole,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,"# 71, 4/10/84",SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Food For The Hungry International,FHI,A-0078,19-Mar-86,"Thomassin # 40, Pétion-Ville",,Agriculture; Assistance Sociale,Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,# 84 - 27/05/19,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Food For The Poor,FFP,A-0085,25-Apr-86,Route de l\&#039;Aéroport,,Agriculture; Education; Nutrition,Ouest; Nord; Grand\&#039;Anse; Artibonite; Nord\&#039;Ouest; Sud; Centre,Ouest ; Nord ; Artibonite ; Centre ; Sud,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,# 48 - 16/6/86,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),For Haiti With Love,FHWL,A-0087,19-Jun-86,"Cap-Haïtien, Hôtel Beck, BP.48, Cap-Haïtien",,Education; Santé; Développement Communautaire,Nord,Nord,,,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Foundation For Haiti Forgotten Children,FFHFC,B-0271,25-Sep-00,"2, Angle Rues Augustin &amp; Cinéas, Morne Lazarre, Pétion-Ville",,. Assistance Sociale,Côte de Fer,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Foundation For International Community Assistance,FINCA,B-0310,27-Mar-03,"94, Ave. Cartagena, Cayes",,Micro-Crédit,Cayes,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Foundation for Peace / Fondation pour la Paix,FFP / FPP,B-0641,,"#8 JANED Dive,Mendham, New jersey",haiti@fondationfoepeace.org,education-eau et assainissement,Ganthier,,Ganthier,HT0133,noms reconnus dans le texte libre des zones déclarées,Américaine,americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Foundation For Wordwide Mercy And Sharing,FFWMS,B-0385,23-Feb-06,"2, Rue Pierre-Louis, Tabarre 16",,Santé,Port-au-Prince,,Port-au-Prince,HT0111,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Foundation of Compassionate American Samaritans,FOCAS,B-0327,23-Jul-03,"41, Rue Borno, P-V",,Santé,"3ème, 4ème, 6ème et 7ème sections communales de Pétion-Ville",,Pétion-Ville,HT0114,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Foyer de Consultations et d&#039;Urgences Médicales,FOCUMED,B-0248,21-Oct-96,"270, route de Delmas",,Education; Santé,Sud (Maniche),Sud,Maniche,HT0715,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,# 46 - 16/6/97,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Foyer Maurice Sixto,FMS,B-0240,20-Jun-96,"Brochette 99, rue Laurore &amp; St.Louis # 90 (Carrefour), BP.11095, P-au-P",,Assistances Sociales,Port-au-Prince,,Port-au-Prince,HT0111,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Foyer pour le Renforcement de la Communauté,FORECHA,B-0596,19-Apr-15,"13, ruelle Sejous, Centre-ville, Anse-a-veau",,Developpement Communautaire,Grande Saline,,Grande Saline,HT0543,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haitienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),France-Haïti Partage,FHP,B-0420,26-Jun-07,"17, Rue Babiole, Port-au-Prince",,Assistance Sociale,Champ de Mars Martissant Fort National Poste Marchand Carrefour-Feuilles,,Carrefour,HT0113,noms reconnus dans le texte libre des zones déclarées,Française,Française,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fraternité Notre Dame,FND,B-0223,18-Jan-96,"Dumay, Croix-des-Bouquets/B.P1505, P-au-P",,"Education sociale des Enfants, Santé",Haïti,,,,zones déclarées non reconnues,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Friends of The Children of Lascahobas,FCLH,A-0135,13-Apr-89,"Hôpital de Lascahobas, Rue S. Vincent, B.P 538, P-au-P",,Agriculture,Lascahobas,,Lascahobas,HT0631,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,# 44 - 31/4/89,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Fundha Société de Développement Communautaire / Fundha Community Development Coorporation,FUNDHA,B-0583,24-Sep-12,,,,,,,,aucune zone déclarée au registre,,,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Future Générations,FG,B-0580,29-Aug-12,,,,,,,,aucune zone déclarée au registre,,,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Global Vision Citadelle Ministries,GVCM,B-0514,28-Apr-11,"Rte Vision Global, Imp Five Oaks,Ledier,Mirebalais",,Agriculture,Mirebalais,,Mirebalais,HT0621,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Goal,Goal,B-0507,31-Mar-11,"21,rte de Freres, Petion Ville",info@goal.ie,,Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Irlandaise,Irlandaise,"#117,18/8/11",SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Good Neighbors International,GNI,B-0544,,"3,Imp Henry,Clercine 24(Entrée CAMEP)",gnusa@gnusa.org,Aide au Developpement,Cite Soleil,,Cité Soleil,HT0117,noms reconnus dans le texte libre des zones déclarées,Coreenne,Coreenne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Grace International, Inc",GI,B-0547,21-Oct-11,"52B,Lamentin 54,Carrefour",grace@graceintl.org,Ass humanitaire Ass Sociale,Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Américaine,Americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Grand&#039;Anse projet santé et Action Communautaire,GAPSAC,B-0291,19-Mar-02,"132, rue Frère Portier, Dame Marie # 37, rue Audan Pétion-Ville, BP.15218",,Santé,"Grand&#039;Anse: Dame-Marie Anse-d&#039;hainault, les Irois",,Dame Marie ; Les Irois,HT0822 ; HT0823,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Grande Alliance de la Commission Internationale / Great Commission Alliance International,GACI/GCAI,B-0513,28-Apr-11,"98,route Chatulee Boyer,Mirebalais",,Assistance sociale,Mirebalais,,Mirebalais,HT0621,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Grope d&#039;Appui a la Decentralisation en Haiti,GADE-Haiti,B-0530,22-Jun-11,"6,Imp Eckman, Delmas 49",,Ass Technique,Haiti,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Groupe d&#039;Action pour l&#039;Habilitation Economique et Sociale de la Famille Haïtienne,GRAFHES,B-0376,5-Jul-05,"28, 2e Ruelle Jérémie",,Agriculture,Port Salut,,Port-Salut,HT0721,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Groupe d&#039;Appui aux Parents d&#039;Elèves,GAPEL,B-0287,19-Mar-02,"3, Impasse Epinard, Delmas 31",,Education,Nord-Ouest,Ouest ; Nord ; Nord-Ouest,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Groupe d&#039;Experts Conseil en Aménagements Hydro Agricoles,GECAMH,B-0273,25-Sep-00,"23, Santo 11, Croix-des-Bouquets",,. Hydrologie . Agriculture,"Arcahaie, Ouest",Ouest,Arcahaie,HT0141,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Groupe d\&#039;Action Francophone pour l\&#039;Environnement,GAFE,B-0320,22-May-03,"4bis, Rue Jean-Charles, Delmas 33",,Environnement,"Parc National la Visite, Fond Parisien",,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Groupe d\&#039;Action pour le Développement humanitaire,GADH,B-0561,19-Feb-15,"#66,rue louverture, st marc, Haiti",,assistance sociale,saint marc,,Saint-Marc,HT0531,noms reconnus dans le texte libre des zones déclarées,,,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Groupe d\&#039;Initiatives Pour un Developpement Durable,GID,B-0444,9-Sep-08,"12, Rue Villemenay, Bois Verna, P-au-P",gidurable@yahoo.fr,Agriculture; Santé; Education; Environnement,Marche Canard (Mirebalais),,Mirebalais,HT0621,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Groupe de Projets pour Collaboration Technique de Développement,PROTOS,B-0312,10-Feb-03,"64, Pacot, BP.15101, P-V",car.haiti@protos.be,Agriculture; Eau Potable,"Centre: Hinche, Lascahobas, Papaye Nord-Ouest: Baie des Moustiques Sud: Bainet",Ouest ; Nord ; Nord-Ouest ; Centre ; Sud,Bainet ; Hinche ; Lascahobas,HT0221 ; HT0611 ; HT0631,noms reconnus dans le texte libre des zones déclarées,Belge,Belge,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Groupe de Recherche d&#039;Initiatives pour un Développement Alternatif et Participatif,GRIDAP,B-0419,26-Jun-07,"10, Impasse Nane, Rue Armand Holly, Débussy",,Santé,Kenscoff,,Kenscoff,HT0115,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Groupe de Recherche et d&#039;Appui en Milieu Rural,GRAMIR,B-0260,6-Jun-97,"28, Rue Pacot, BP.13476, Delmas",,Agriculture,Grand&#039;Anse Sud,Sud,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Groupe de Recherche et d&#039;Echanges Technologiques,GRET,B-0601,7-Aug-13,"16, imp ambroise, rue faustin 1er delmas 75",grethaiti@yahoo.fr,eau et assainissement,zone metropolitaine de port-au-Prince,,Port-au-Prince,HT0111,noms reconnus dans le texte libre des zones déclarées,Française,francaise,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Groupe de Recherches et d&#039;Actions pour le Développement du Far-West,GRAF,B-0340,8-Oct-03,"18, Rue 6, Pacot",,Agriculture (élevage Capins),Môle St. Nicolas,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Groupe de Recherches Pour le Développement,GRD,A-0058,25-Apr-85,"9, Rue Capois, Champs de Mars, P-au-P",,Agriculture,Agriculture,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,# 44 - 27/6/85,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Groupe de Reflexion et d&#039;Action pour la Promotion Economique et Sociale,GRAPES,B-0535,3-Aug-11,"Figuiers(Anse Rouge), en face de l&#039;eglise Baptiste Bethanie Gonaives,Haiti",grapes_org@yahoo.fr,Agriculture,"Bonal,2eme section de Sources Chaudes",,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Groupe de Support Contre le Cancer,GSCC,B-0594,14-May-13,"Rue la Grottr, Clos racket Tennis Club, Turgeau",gscchati@yahoo.fr,Sante,Couverture nationale,,,,zones déclarées non reconnues,Haïtienne,Haitienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Groupe Multidiciplinaire pour un Développement Integré,MUDI,B-0305,25-Nov-02,"44, Rue Chavanne, Pétion-Ville",,Santé,Chansolme,,,,zones déclarées non reconnues,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Groupe Technologie Intermédiaire d&#039;Haïti,GTIH,A-0100,8-Apr-87,"89, Ave Jean Paul II, Turgeau",,Assistance Technique,Ouest,Ouest,,,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,# 55 - 6/7/87,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Gruppo di Volontario Civile/ Groupe de Volontariat Civil,GVC-ONLUS,B-0500,14-Mar-11,"267,Rue Massac,Peguy-Ville,Petion-Ville",,Ass Technique Ass Humanitaire Aide au Devt,Grand Goave Petit Goave,,Grand-Goâve ; Petit-Goâve,HT0122 ; HT0123,noms reconnus dans le texte libre des zones déclarées,Italienne,Italienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Guerison Mission Art,HAM,B-0590,5-Sep-15,"Dumay, Croix-des-Bouquets.",,Sante,Sante,,,,zones déclarées non reconnues,Américaine,Americaine,"#142, 5/08/16",SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Habitat Pour l\\\&#039;Humanité, Inc",HFU,A-0048,26-Sep-84,"BP.277, P-au-P",cjeudy@habitat.org,Logements Sociaux,Croix-des-Bouquets,,Croix-Des-Bouquets,HT0131,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,"# 3, 10/01/85",SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Haiti 1,H1,B-0673,21-Nov-22,"77, rte nle 31, Titanyen, Haiti",info@haitione.org,environnement,cabaret,,Cabaret,HT0142,noms reconnus dans le texte libre des zones déclarées,Haïtienne,haitienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Haiti Apparel Center,HAC,B-0564,17-Feb-12,"48,Sonapi-Parc industriel",emystal@haiti.chfinternational.org,Education,Cite-soleil,,Cité Soleil,HT0117,noms reconnus dans le texte libre des zones déclarées,,,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Haiti First, Inc.",HF,B-0516,10-May-11,"58, RUE VILATTE Petion Ville, Haiti",,Assistance sociale,Port-au-Prince,,Port-au-Prince,HT0111,noms reconnus dans le texte libre des zones déclarées,Américaine,Americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Haiti Health Ministries , Inc",HHM,B-0603,20-Jun-14,"7,route tiboukan,blvd mareschal gressier",,sante,"gressier, carefour,leogane",,Gressier ; Léogâne,HT0116 ; HT0121,noms reconnus dans le texte libre des zones déclarées,Américaine,Americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Haiti Healthcare Aide,HHCA,B-0672,,,,,,,,,aucune zone déclarée au registre,,,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Haïti Info Bank,HIB,B-0195,11-Aug-95,"15, Rue de l&#039;Enterrement(building lad trading)",,Agriculture,Croix-des-Bouquets Arcahaie,,Arcahaie ; Croix-Des-Bouquets,HT0131 ; HT0141,noms reconnus dans le texte libre des zones déclarées,Haïtienne,Haïtienne,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Haïti Med e.v.,H-MED,B-0296,19-Mar-02,"7, impasse St Juste, Christ-Roi",,Santé,"Ouest: Cabaret, Titanyin",Ouest,Cabaret,HT0142,noms reconnus dans le texte libre des zones déclarées,Allemande,Allemande,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),Haiti Outreach / Collaboration avec Haiti,HO/CH,B-0278,,"Pignon, Rte Nationale #3",info@haitrioutreach.org,. Eau Potable,"Nord : Pignon Centre: Hinche, Gran Latanye",Nord ; Centre,Hinche ; Pignon,HT0344 ; HT0611,noms reconnus dans le texte libre des zones déclarées,Américaine,Américaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
ONG enregistrées (registre légal),"Haiti Solidarite,Inc",HS,B-0554,24-Oct-11,"94,Mahotiere 75,Carrefour",haiti.solidarite@yahoo.com,Agriculture,Bainet,,Bainet,HT0221,noms reconnus dans le texte libre des zones déclarées,Américaine,Americaine,,SRC-027,"MPCE/UCAONG — registre des ONG, mpce.gouv.ht, capturé le 14/08/2026",2026-08-14,O,B,v1.2026.08
