pcode_commune,atmart_geo_id,nom_commune,famille,famille_libelle,objets_cartographies,source_id,source,millesime,limite_connue,date_extraction
HT0351,HTC-0351,Borgne,information,Information touristique,6,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0351,HTC-0351,Borgne,restauration,Restauration et sorties,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0351,HTC-0351,Borgne,littoral,Littoral et balnéaire,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0352,HTC-0352,Port-Margot,littoral,Littoral et balnéaire,3,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0361,HTC-0361,Limbé,sites,Sites et attractions,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0361,HTC-0361,Limbé,restauration,Restauration et sorties,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0362,HTC-0362,Bas Limbé,littoral,Littoral et balnéaire,5,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0411,HTC-0411,Fort-Liberté,hebergement,Hébergement,6,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0411,HTC-0411,Fort-Liberté,sites,Sites et attractions,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0411,HTC-0411,Fort-Liberté,restauration,Restauration et sorties,20,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0411,HTC-0411,Fort-Liberté,patrimoine,Patrimoine bâti,10,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0411,HTC-0411,Fort-Liberté,culture,Lieux de culture,4,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0411,HTC-0411,Fort-Liberté,littoral,Littoral et balnéaire,3,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0412,HTC-0412,Ferrier,hebergement,Hébergement,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0412,HTC-0412,Ferrier,information,Information touristique,6,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0412,HTC-0412,Ferrier,restauration,Restauration et sorties,7,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0412,HTC-0412,Ferrier,patrimoine,Patrimoine bâti,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0412,HTC-0412,Ferrier,culture,Lieux de culture,5,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0412,HTC-0412,Ferrier,littoral,Littoral et balnéaire,3,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0421,HTC-0421,Ouanaminthe,hebergement,Hébergement,20,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0421,HTC-0421,Ouanaminthe,information,Information touristique,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0421,HTC-0421,Ouanaminthe,restauration,Restauration et sorties,36,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0421,HTC-0421,Ouanaminthe,culture,Lieux de culture,9,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0422,HTC-0422,Capotille,hebergement,Hébergement,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0422,HTC-0422,Capotille,restauration,Restauration et sorties,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0431,HTC-0431,Trou du Nord,hebergement,Hébergement,4,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0431,HTC-0431,Trou du Nord,information,Information touristique,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0431,HTC-0431,Trou du Nord,restauration,Restauration et sorties,16,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0431,HTC-0431,Trou du Nord,patrimoine,Patrimoine bâti,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0431,HTC-0431,Trou du Nord,culture,Lieux de culture,3,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0433,HTC-0433,Terrier Rouge,hebergement,Hébergement,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0433,HTC-0433,Terrier Rouge,restauration,Restauration et sorties,10,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0433,HTC-0433,Terrier Rouge,patrimoine,Patrimoine bâti,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0433,HTC-0433,Terrier Rouge,culture,Lieux de culture,3,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0433,HTC-0433,Terrier Rouge,littoral,Littoral et balnéaire,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0434,HTC-0434,Caracol,hebergement,Hébergement,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0434,HTC-0434,Caracol,information,Information touristique,5,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0434,HTC-0434,Caracol,restauration,Restauration et sorties,12,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0434,HTC-0434,Caracol,patrimoine,Patrimoine bâti,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0434,HTC-0434,Caracol,littoral,Littoral et balnéaire,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0511,HTC-0511,Gonaïves,hebergement,Hébergement,36,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0511,HTC-0511,Gonaïves,sites,Sites et attractions,5,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0511,HTC-0511,Gonaïves,information,Information touristique,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0511,HTC-0511,Gonaïves,restauration,Restauration et sorties,143,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0511,HTC-0511,Gonaïves,patrimoine,Patrimoine bâti,11,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0511,HTC-0511,Gonaïves,culture,Lieux de culture,3,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0512,HTC-0512,Ennery,hebergement,Hébergement,3,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0512,HTC-0512,Ennery,restauration,Restauration et sorties,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0513,HTC-0513,L'Estère,restauration,Restauration et sorties,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0521,HTC-0521,Gros Morne,hebergement,Hébergement,3,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0521,HTC-0521,Gros Morne,plein_air,Plein air,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0521,HTC-0521,Gros Morne,restauration,Restauration et sorties,9,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0523,HTC-0523,Anse Rouge,sites,Sites et attractions,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0523,HTC-0523,Anse Rouge,restauration,Restauration et sorties,4,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0523,HTC-0523,Anse Rouge,patrimoine,Patrimoine bâti,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0531,HTC-0531,Saint-Marc,hebergement,Hébergement,25,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0531,HTC-0531,Saint-Marc,sites,Sites et attractions,12,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0531,HTC-0531,Saint-Marc,restauration,Restauration et sorties,120,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0531,HTC-0531,Saint-Marc,patrimoine,Patrimoine bâti,12,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0531,HTC-0531,Saint-Marc,culture,Lieux de culture,3,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0531,HTC-0531,Saint-Marc,littoral,Littoral et balnéaire,6,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0531,HTC-0531,Saint-Marc,nature,Curiosités naturelles,3,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0532,HTC-0532,Verrettes,hebergement,Hébergement,3,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0532,HTC-0532,Verrettes,sites,Sites et attractions,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0532,HTC-0532,Verrettes,restauration,Restauration et sorties,4,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0532,HTC-0532,Verrettes,patrimoine,Patrimoine bâti,6,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0532,HTC-0532,Verrettes,culture,Lieux de culture,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0533,HTC-0533,La Chapelle,restauration,Restauration et sorties,7,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0533,HTC-0533,La Chapelle,patrimoine,Patrimoine bâti,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0541,HTC-0541,Dessalines,hebergement,Hébergement,9,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0541,HTC-0541,Dessalines,sites,Sites et attractions,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0541,HTC-0541,Dessalines,information,Information touristique,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0541,HTC-0541,Dessalines,restauration,Restauration et sorties,7,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0541,HTC-0541,Dessalines,patrimoine,Patrimoine bâti,9,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0541,HTC-0541,Dessalines,littoral,Littoral et balnéaire,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0541,HTC-0541,Dessalines,nature,Curiosités naturelles,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0542,HTC-0542,Petite Rivière de l'Artibonite,information,Information touristique,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0542,HTC-0542,Petite Rivière de l'Artibonite,patrimoine,Patrimoine bâti,6,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0543,HTC-0543,Grande Saline,restauration,Restauration et sorties,7,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0543,HTC-0543,Grande Saline,littoral,Littoral et balnéaire,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0544,HTC-0544,Desdunes,hebergement,Hébergement,1,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0544,HTC-0544,Desdunes,restauration,Restauration et sorties,2,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
HT0551,HTC-0551,Saint-Michel de l'Attalaye,hebergement,Hébergement,6,SRC-028,OpenStreetMap via HOT — © contributeurs OSM (ODbL),extraits des 14 et 21/08/2026,"Compte ce qui est CARTOGRAPHIÉ, pas ce qui existe ni ce qui est ouvert. Une commune absente n'a pas zéro établissement : elle n'a pas été cartographiée.",2026-08-20
