atmart_id,source_id,pcode,niveau,nom_fr,nom_ht,parent_id,millesime,date_debut_validite,date_fin_validite,source,statut,note_divergence
HTC-0715,HT0715,HT0715,commune,Maniche,Manich,HTA-071,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0716,HT0716,HT0716,commune,Île à Vache,Ilavach,HTA-071,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0721,HT0721,HT0721,commune,Port-Salut,Pò Sali,HTA-072,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0722,HT0722,HT0722,commune,Saint Jean du Sud,Sen Jan disid.,HTA-072,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0723,HT0723,HT0723,commune,Arniquet,Anikè,HTA-072,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0731,HT0731,HT0731,commune,Aquin,Aken,HTA-073,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0732,HT0732,HT0732,commune,Saint Louis du Sud,Sen Lwi disid,HTA-073,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0733,HT0733,HT0733,commune,Cavaillon,Kavayon,HTA-073,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0741,HT0741,HT0741,commune,Côteaux,Okoto,HTA-074,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0742,HT0742,HT0742,commune,Port-à-Piment,Pòtapiman,HTA-074,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0743,HT0743,HT0743,commune,Roche à Bâteau,Ròcha Bato,HTA-074,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0751,HT0751,HT0751,commune,Chardonnières,Chadonyè,HTA-075,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0752,HT0752,HT0752,commune,Les Anglais,Anglè yo,HTA-075,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0753,HT0753,HT0753,commune,Tiburon,Tibiwon,HTA-075,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0811,HT0811,HT0811,commune,Jérémie,Jeremi,HTA-081,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0812,HT0812,HT0812,commune,Abricots,Abriko,HTA-081,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0813,HT0813,HT0813,commune,Bonbon,Trou Bonbon,HTA-081,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0814,HT0814,HT0814,commune,Moron,Mowon,HTA-081,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0815,HT0815,HT0815,commune,Chambellan,Chanbelan,HTA-081,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0821,HT0821,HT0821,commune,Anse d'Hainault,Ansdeno,HTA-082,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0822,HT0822,HT0822,commune,Dame Marie,Dam Mari,HTA-082,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0823,HT0823,HT0823,commune,Les Irois,Lèziwa,HTA-082,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0831,HT0831,HT0831,commune,Corail,Koray,HTA-083,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0832,HT0832,HT0832,commune,Roseaux,Rozo,HTA-083,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0833,HT0833,HT0833,commune,Beaumont,Bomon,HTA-083,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0834,HT0834,HT0834,commune,Pestel,Pestèl,HTA-083,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0911,HT0911,HT0911,commune,Port-de-Paix,Pòdpè,HTA-091,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0912,HT0912,HT0912,commune,La Tortue,Latòti,HTA-091,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0913,HT0913,HT0913,commune,Bassin Bleu,Basenble,HTA-091,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0914,HT0914,HT0914,commune,Chamsolme,Chansòlm,HTA-091,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0921,HT0921,HT0921,commune,Saint-Louis du Nord,Sen Lwi dinò,HTA-092,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0922,HT0922,HT0922,commune,Anse-à-Foleur,Ansafolè,HTA-092,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0931,HT0931,HT0931,commune,Môle Saint Nicolas,Mòl Sen Nikola,HTA-093,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0932,HT0932,HT0932,commune,Baie de Henne,Bèdeyèn,HTA-093,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0933,HT0933,HT0933,commune,Bombardopolis,Bonbadopolis,HTA-093,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-0934,HT0934,HT0934,commune,Jean Rabel,Jan Rabèl,HTA-093,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-1011,HT1011,HT1011,commune,Miragoâne,Miragwàn,HTA-101,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-1012,HT1012,HT1012,commune,Petite Rivière de Nippes,Ti Rivyè Nip,HTA-101,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-1013,HT1013,HT1013,commune,Fonds des Nègres,Fon dènèg,HTA-101,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-1014,HT1014,HT1014,commune,Paillant,Payan,HTA-101,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-1021,HT1021,HT1021,commune,Anse-à-Veau,Ansavo,HTA-102,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-1022,HT1022,HT1022,commune,Petit Trou de Nippes,Ti Trou Nip,HTA-102,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-1023,HT1023,HT1023,commune,L'Asile,Lazil,HTA-102,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-1024,HT1024,HT1024,commune,Arnaud,Ano,HTA-102,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-1025,HT1025,HT1025,commune,Plaisance du Sud,Plezans Disid,HTA-102,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-1031,HT1031,HT1031,commune,Baradères,Baradè,HTA-103,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
HTC-1032,HT1032,HT1032,commune,Grand-Boucan,Gran Boukan,HTA-103,CNIGS 2018,2018-11-29,,CNIGS / UN OCHA COD-AB Haiti,en vigueur dans ce millesime,"Millesime CNIGS en vigueur au 29/11/2018, republie par OCHA le 26/01/2026. Des referentiels haitiens plus recents reconnaissent des communes creees apres cette date : leur absence ici ne signifie pas qu'elles n'existent pas."
